posted_date,city,new_cases,new_tests,new_deaths
2020-05-10,Fullerton,3,23,0
2020-05-11,Fullerton,7,134,0
2020-05-12,Fullerton,3,101,0
2020-05-13,Fullerton,13,128,1
2020-05-14,Fullerton,3,85,0
2020-05-15,Fullerton,3,123,0
2020-05-16,Fullerton,2,66,0
2020-05-17,Fullerton,2,23,0
2020-05-18,Fullerton,5,93,1
2020-05-19,Fullerton,4,105,0
2020-05-20,Fullerton,4,118,0
2020-05-21,Fullerton,5,126,0
2020-05-22,Fullerton,10,159,0
2020-05-23,Fullerton,3,63,0
2020-05-24,Fullerton,4,36,1
2020-05-25,Fullerton,2,42,0
2020-05-26,Fullerton,9,174,0
2020-05-27,Fullerton,6,162,0
2020-05-28,Fullerton,6,137,0
2020-05-29,Fullerton,11,174,1
2020-05-30,Fullerton,4,62,0
2020-05-31,Fullerton,2,49,0
2020-06-01,Fullerton,10,160,0
2020-06-02,Fullerton,13,197,0
2020-06-03,Fullerton,14,167,0
2020-06-04,Fullerton,12,167,0
2020-06-05,Fullerton,13,191,2
2020-06-06,Fullerton,8,81,1
2020-06-07,Fullerton,3,101,0
2020-06-08,Fullerton,14,190,0
2020-06-09,Fullerton,14,264,1
2020-06-10,Fullerton,7,191,1
2020-06-11,Fullerton,17,207,0
2020-06-12,Fullerton,13,202,0
2020-06-13,Fullerton,14,110,0
2020-06-14,Fullerton,7,72,0
2020-06-15,Fullerton,15,206,0
2020-06-16,Fullerton,25,350,0
2020-06-17,Fullerton,18,320,0
2020-06-18,Fullerton,38,278,1
2020-06-19,Fullerton,35,306,1
2020-06-20,Fullerton,20,148,1
2020-06-21,Fullerton,16,88,0
2020-06-22,Fullerton,39,289,1
2020-06-23,Fullerton,35,297,0
2020-06-24,Fullerton,47,346,0
2020-06-25,Fullerton,47,297,0
2020-06-26,Fullerton,49,278,0
2020-06-27,Fullerton,38,172,0
2020-06-28,Fullerton,19,101,1
2020-06-29,Fullerton,70,441,1
2020-06-30,Fullerton,56,362,0
2020-07-01,Fullerton,50,324,0
2020-07-02,Fullerton,43,313,0
2020-07-03,Fullerton,35,216,0
2020-07-04,Fullerton,10,75,1
2020-07-05,Fullerton,22,97,1
2020-07-06,Fullerton,53,454,1
2020-07-07,Fullerton,49,348,1
2020-07-08,Fullerton,54,360,1
2020-07-09,Fullerton,39,314,1
2020-07-10,Fullerton,42,291,0
2020-07-11,Fullerton,36,156,0
2020-07-12,Fullerton,16,209,1
2020-07-13,Fullerton,30,423,0
2020-07-14,Fullerton,32,301,1
2020-07-15,Fullerton,31,302,1
2020-07-16,Fullerton,43,346,0
2020-07-17,Fullerton,36,444,1
2020-07-18,Fullerton,18,203,0
2020-07-19,Fullerton,14,140,0
2020-07-20,Fullerton,30,329,0
2020-07-21,Fullerton,24,248,2
2020-07-22,Fullerton,16,266,0
2020-07-23,Fullerton,14,242,1
2020-07-24,Fullerton,13,233,0
2020-07-25,Fullerton,16,145,1
2020-07-26,Fullerton,11,109,0
2020-07-27,Fullerton,23,354,1
2020-07-28,Fullerton,18,270,1
2020-07-29,Fullerton,23,299,0
2020-07-30,Fullerton,17,260,1
2020-07-31,Fullerton,10,250,0
2020-08-01,Fullerton,16,185,2
2020-08-02,Fullerton,7,116,1
2020-08-03,Fullerton,17,291,0
2020-08-04,Fullerton,18,293,1
2020-08-05,Fullerton,13,232,1
2020-08-06,Fullerton,16,207,1
2020-08-07,Fullerton,17,257,1
2020-08-08,Fullerton,5,156,0
2020-08-09,Fullerton,5,113,1
2020-08-10,Fullerton,11,230,0
2020-08-11,Fullerton,9,252,0
2020-08-12,Fullerton,9,244,3
2020-08-13,Fullerton,14,188,0
2020-08-14,Fullerton,14,212,2
2020-08-15,Fullerton,12,158,1
2020-08-16,Fullerton,4,97,0
2020-08-17,Fullerton,7,232,0
2020-08-18,Fullerton,8,230,1
2020-08-19,Fullerton,19,254,0
2020-08-20,Fullerton,12,232,0
2020-08-21,Fullerton,24,284,1
2020-08-22,Fullerton,15,146,1
2020-08-23,Fullerton,6,108,0
2020-08-24,Fullerton,6,238,0
2020-08-25,Fullerton,15,297,0
2020-08-26,Fullerton,7,245,0
2020-08-27,Fullerton,21,223,2
2020-08-28,Fullerton,6,201,1
2020-08-29,Fullerton,9,129,0
2020-08-30,Fullerton,4,103,0
2020-08-31,Fullerton,9,224,0
2020-09-01,Fullerton,9,271,1
2020-09-02,Fullerton,7,399,1
2020-09-03,Fullerton,6,398,1
2020-09-04,Fullerton,19,422,0
2020-09-05,Fullerton,3,113,2
2020-09-06,Fullerton,3,81,0
2020-09-07,Fullerton,2,48,1
2020-09-08,Fullerton,14,345,1
2020-09-09,Fullerton,5,240,0
2020-09-10,Fullerton,10,220,0
2020-09-11,Fullerton,7,241,0
2020-09-12,Fullerton,9,204,0
2020-09-13,Fullerton,2,87,0
2020-09-14,Fullerton,6,193,0
2020-09-15,Fullerton,7,270,3
2020-09-16,Fullerton,13,289,2
2020-09-17,Fullerton,10,242,1
2020-09-18,Fullerton,11,243,0
2020-09-19,Fullerton,11,139,5
2020-09-20,Fullerton,9,102,0
2020-09-21,Fullerton,29,363,0
2020-09-22,Fullerton,8,395,2
2020-09-23,Fullerton,17,285,1
2020-09-24,Fullerton,22,214,0
2020-09-25,Fullerton,17,229,3
2020-09-26,Fullerton,4,125,1
2020-09-27,Fullerton,7,100,2
2020-09-28,Fullerton,16,421,0
2020-09-29,Fullerton,7,327,2
2020-09-30,Fullerton,13,278,1
2020-10-01,Fullerton,14,278,2
2020-10-02,Fullerton,8,284,1
2020-10-03,Fullerton,15,175,2
2020-10-04,Fullerton,3,94,1
2020-10-05,Fullerton,9,426,0
2020-10-06,Fullerton,16,471,0
2020-10-07,Fullerton,10,332,1
2020-10-08,Fullerton,14,311,1
2020-10-09,Fullerton,7,264,0
2020-10-10,Fullerton,7,177,1
2020-10-11,Fullerton,7,113,0
2020-10-12,Fullerton,11,462,1
2020-10-13,Fullerton,11,483,0
2020-10-14,Fullerton,13,318,2
2020-10-15,Fullerton,12,251,0
2020-10-16,Fullerton,15,289,1
2020-10-17,Fullerton,7,160,0
2020-10-18,Fullerton,2,125,0
2020-10-19,Fullerton,11,459,1
2020-10-20,Fullerton,17,548,1
2020-10-21,Fullerton,20,434,1
2020-10-22,Fullerton,12,306,1
2020-10-23,Fullerton,20,319,0
2020-10-24,Fullerton,9,183,1
2020-10-25,Fullerton,8,128,1
2020-10-26,Fullerton,19,521,0
2020-10-27,Fullerton,11,441,1
2020-10-28,Fullerton,14,451,0
2020-10-29,Fullerton,17,346,1
2020-10-30,Fullerton,20,339,0
2020-10-31,Fullerton,12,226,0
2020-11-01,Fullerton,8,140,0
2020-11-02,Fullerton,19,588,1
2020-11-03,Fullerton,13,506,0
2020-11-04,Fullerton,15,440,0
2020-11-05,Fullerton,33,398,0
2020-11-06,Fullerton,22,433,0
2020-11-07,Fullerton,14,184,0
2020-11-08,Fullerton,12,159,0
2020-11-09,Fullerton,32,674,1
2020-11-10,Fullerton,30,558,0
2020-11-11,Fullerton,13,361,0
2020-11-12,Fullerton,35,470,1
2020-11-13,Fullerton,28,480,0
2020-11-14,Fullerton,25,284,0
2020-11-15,Fullerton,26,220,1
2020-11-16,Fullerton,49,715,0
2020-11-17,Fullerton,41,692,0
2020-11-18,Fullerton,53,812,0
2020-11-19,Fullerton,61,632,0
2020-11-20,Fullerton,44,687,0
2020-11-21,Fullerton,37,426,0
2020-11-22,Fullerton,27,270,0
2020-11-23,Fullerton,43,809,0
2020-11-24,Fullerton,65,705,0
2020-11-25,Fullerton,31,535,0
2020-11-26,Fullerton,20,91,0
2020-11-27,Fullerton,6,164,0
2020-11-28,Fullerton,9,71,0
2020-11-29,Fullerton,0,13,0
2020-01-07,Garden Grove,5,123,0
2020-02-07,Garden Grove,2,19,0
2020-02-22,Garden Grove,0,1,0
2020-03-02,Garden Grove,0,1,0
2020-03-05,Garden Grove,0,1,0
2020-03-06,Garden Grove,0,2,0
2020-03-07,Garden Grove,0,7,0
2020-03-10,Garden Grove,0,3,0
2020-03-12,Garden Grove,0,2,0
2020-03-13,Garden Grove,0,7,0
2020-03-14,Garden Grove,0,3,0
2020-03-15,Garden Grove,0,3,0
2020-03-16,Garden Grove,0,9,0
2020-03-17,Garden Grove,0,9,0
2020-03-18,Garden Grove,0,8,0
2020-03-19,Garden Grove,0,8,0
2020-03-20,Garden Grove,1,17,0
2020-03-21,Garden Grove,0,4,0
2020-03-22,Garden Grove,1,6,0
2020-03-23,Garden Grove,1,9,0
2020-03-24,Garden Grove,2,12,0
2020-03-25,Garden Grove,3,15,0
2020-03-26,Garden Grove,1,21,0
2020-03-27,Garden Grove,1,14,0
2020-03-28,Garden Grove,3,11,0
2020-03-29,Garden Grove,2,13,0
2020-03-30,Garden Grove,2,14,0
2020-03-31,Garden Grove,4,21,0
2020-04-01,Garden Grove,3,32,0
2020-04-02,Garden Grove,2,15,0
2020-04-03,Garden Grove,4,20,1
2020-04-04,Garden Grove,0,15,0
2020-04-05,Garden Grove,0,7,0
2020-04-06,Garden Grove,2,21,0
2020-04-07,Garden Grove,0,36,0
2020-04-08,Garden Grove,4,25,0
2020-04-09,Garden Grove,2,25,0
2020-04-10,Garden Grove,2,27,0
2020-04-11,Garden Grove,1,15,0
2020-04-12,Garden Grove,0,11,0
2020-04-13,Garden Grove,2,29,0
2020-04-14,Garden Grove,4,28,0
2020-04-15,Garden Grove,5,28,0
2020-04-16,Garden Grove,3,33,0
2020-04-17,Garden Grove,4,38,0
2020-04-18,Garden Grove,0,15,0
2020-04-19,Garden Grove,1,13,0
2020-04-20,Garden Grove,2,43,0
2020-04-21,Garden Grove,0,38,0
2020-04-22,Garden Grove,5,50,0
2020-04-23,Garden Grove,5,112,1
2020-04-24,Garden Grove,8,68,0
2020-04-25,Garden Grove,1,32,0
2020-04-26,Garden Grove,4,31,0
2020-04-27,Garden Grove,12,82,0
2020-04-28,Garden Grove,11,88,0
2020-04-29,Garden Grove,5,61,1
2020-04-30,Garden Grove,10,57,0
2020-05-01,Garden Grove,15,189,0
2020-05-02,Garden Grove,3,48,1
2020-05-03,Garden Grove,1,30,0
2020-05-04,Garden Grove,6,92,0
2020-05-05,Garden Grove,7,84,0
2020-05-06,Garden Grove,5,53,0
2020-05-07,Garden Grove,4,80,1
2020-05-08,Garden Grove,12,108,0
2020-05-09,Garden Grove,6,51,0
2020-05-10,Garden Grove,0,99,0
2020-05-11,Garden Grove,9,103,0
2020-05-12,Garden Grove,9,152,0
2020-05-13,Garden Grove,8,95,0
2020-05-14,Garden Grove,6,55,0
2020-05-15,Garden Grove,7,80,0
2020-05-16,Garden Grove,11,42,0
2020-05-17,Garden Grove,6,38,0
2020-05-18,Garden Grove,6,119,0
2020-05-19,Garden Grove,9,118,0
2020-05-20,Garden Grove,10,98,2
2020-05-21,Garden Grove,12,132,0
2020-05-22,Garden Grove,9,230,0
2020-05-23,Garden Grove,4,50,0
2020-05-24,Garden Grove,5,31,0
2020-05-25,Garden Grove,6,58,0
2020-05-26,Garden Grove,12,144,0
2020-05-27,Garden Grove,12,136,0
2020-05-28,Garden Grove,16,251,0
2020-05-29,Garden Grove,8,151,0
2020-05-30,Garden Grove,8,106,0
2020-05-31,Garden Grove,3,67,1
2020-06-01,Garden Grove,14,143,0
2020-06-02,Garden Grove,18,212,0
2020-06-03,Garden Grove,8,134,0
2020-06-04,Garden Grove,16,223,0
2020-06-05,Garden Grove,17,199,0
2020-06-06,Garden Grove,10,131,0
2020-06-07,Garden Grove,7,65,0
2020-06-08,Garden Grove,23,163,0
2020-06-09,Garden Grove,15,268,0
2020-06-10,Garden Grove,11,182,0
2020-06-11,Garden Grove,13,217,0
2020-06-12,Garden Grove,16,183,0
2020-06-13,Garden Grove,11,121,0
2020-06-14,Garden Grove,10,64,0
2020-06-15,Garden Grove,19,198,0
2020-06-16,Garden Grove,32,279,2
2020-06-17,Garden Grove,28,188,0
2020-06-18,Garden Grove,35,288,0
2020-06-19,Garden Grove,37,253,0
2020-06-20,Garden Grove,26,154,0
2020-06-21,Garden Grove,15,83,0
2020-06-22,Garden Grove,33,232,0
2020-06-23,Garden Grove,33,274,0
2020-06-24,Garden Grove,40,253,1
2020-06-25,Garden Grove,50,373,0
2020-06-26,Garden Grove,50,319,2
2020-06-27,Garden Grove,32,156,0
2020-06-28,Garden Grove,20,104,1
2020-06-29,Garden Grove,66,362,0
2020-06-30,Garden Grove,61,324,2
2020-07-01,Garden Grove,57,314,1
2020-07-02,Garden Grove,27,260,1
2020-07-03,Garden Grove,28,189,0
2020-07-04,Garden Grove,20,71,0
2020-07-05,Garden Grove,21,107,2
2020-07-06,Garden Grove,49,273,1
2020-07-07,Garden Grove,47,298,0
2020-07-08,Garden Grove,51,294,0
2020-07-09,Garden Grove,52,429,0
2020-07-10,Garden Grove,43,340,1
2020-07-11,Garden Grove,42,198,1
2020-07-12,Garden Grove,19,106,2
2020-07-13,Garden Grove,47,425,1
2020-07-14,Garden Grove,36,383,0
2020-07-15,Garden Grove,52,332,2
2020-07-16,Garden Grove,42,422,1
2020-07-17,Garden Grove,39,328,0
2020-07-18,Garden Grove,33,190,1
2020-07-19,Garden Grove,17,129,1
2020-07-20,Garden Grove,23,268,0
2020-07-21,Garden Grove,26,287,2
2020-07-22,Garden Grove,26,384,0
2020-07-23,Garden Grove,33,319,1
2020-07-24,Garden Grove,30,247,2
2020-07-25,Garden Grove,24,168,1
2020-07-26,Garden Grove,4,101,1
2020-07-27,Garden Grove,26,246,0
2020-07-28,Garden Grove,25,296,0
2020-07-29,Garden Grove,33,571,1
2020-07-30,Garden Grove,22,336,0
2020-07-31,Garden Grove,28,273,3
2020-08-01,Garden Grove,21,205,1
2020-08-02,Garden Grove,21,170,0
2020-08-03,Garden Grove,17,231,1
2020-08-04,Garden Grove,42,348,0
2020-08-05,Garden Grove,26,429,4
2020-08-06,Garden Grove,17,218,4
2020-08-07,Garden Grove,19,273,2
2020-08-08,Garden Grove,6,143,1
2020-08-09,Garden Grove,8,113,1
2020-08-10,Garden Grove,16,282,1
2020-08-11,Garden Grove,19,322,2
2020-08-12,Garden Grove,13,239,3
2020-08-13,Garden Grove,12,279,4
2020-08-14,Garden Grove,13,200,0
2020-08-15,Garden Grove,13,137,2
2020-08-16,Garden Grove,6,103,1
2020-08-17,Garden Grove,14,275,1
2020-08-18,Garden Grove,14,409,2
2020-08-19,Garden Grove,10,310,3
2020-08-20,Garden Grove,4,267,1
2020-08-21,Garden Grove,11,221,1
2020-08-22,Garden Grove,8,131,0
2020-08-23,Garden Grove,3,93,0
2020-08-24,Garden Grove,13,290,2
2020-08-25,Garden Grove,11,296,3
2020-08-26,Garden Grove,8,290,3
2020-08-27,Garden Grove,13,191,0
2020-08-28,Garden Grove,19,200,0
2020-08-29,Garden Grove,11,121,0
2020-08-30,Garden Grove,4,80,0
2020-08-31,Garden Grove,15,243,0
2020-09-01,Garden Grove,13,324,0
2020-09-02,Garden Grove,11,284,0
2020-09-03,Garden Grove,18,270,1
2020-09-04,Garden Grove,6,215,0
2020-09-05,Garden Grove,9,132,1
2020-09-06,Garden Grove,4,78,1
2020-09-07,Garden Grove,1,65,0
2020-09-08,Garden Grove,14,309,0
2020-09-09,Garden Grove,9,371,0
2020-09-10,Garden Grove,8,196,0
2020-09-11,Garden Grove,10,236,0
2020-09-12,Garden Grove,8,118,1
2020-09-13,Garden Grove,3,53,0
2020-09-14,Garden Grove,4,226,2
2020-09-15,Garden Grove,7,324,1
2020-09-16,Garden Grove,10,384,0
2020-09-17,Garden Grove,12,218,1
2020-09-18,Garden Grove,9,224,0
2020-09-19,Garden Grove,5,129,0
2020-09-20,Garden Grove,2,78,0
2020-09-21,Garden Grove,17,259,0
2020-09-22,Garden Grove,12,411,1
2020-09-23,Garden Grove,22,415,0
2020-09-24,Garden Grove,9,253,0
2020-09-25,Garden Grove,13,210,1
2020-09-26,Garden Grove,8,122,1
2020-09-27,Garden Grove,5,100,2
2020-09-28,Garden Grove,21,280,1
2020-09-29,Garden Grove,12,371,0
2020-09-30,Garden Grove,15,418,0
2020-10-01,Garden Grove,14,262,0
2020-10-02,Garden Grove,11,275,1
2020-10-03,Garden Grove,10,154,1
2020-10-04,Garden Grove,4,87,3
2020-10-05,Garden Grove,8,310,0
2020-10-06,Garden Grove,12,496,0
2020-10-07,Garden Grove,6,461,0
2020-10-08,Garden Grove,13,299,1
2020-10-09,Garden Grove,8,284,2
2020-10-10,Garden Grove,10,175,0
2020-10-11,Garden Grove,3,107,0
2020-10-12,Garden Grove,8,280,0
2020-10-13,Garden Grove,11,464,0
2020-10-14,Garden Grove,13,469,1
2020-10-15,Garden Grove,10,308,0
2020-10-16,Garden Grove,15,293,0
2020-10-17,Garden Grove,2,161,1
2020-10-18,Garden Grove,5,110,0
2020-10-19,Garden Grove,14,366,0
2020-10-20,Garden Grove,23,480,2
2020-10-21,Garden Grove,9,408,2
2020-10-22,Garden Grove,7,298,0
2020-10-23,Garden Grove,6,290,0
2020-10-24,Garden Grove,6,133,1
2020-10-25,Garden Grove,11,146,0
2020-10-26,Garden Grove,17,415,0
2020-10-27,Garden Grove,8,396,1
2020-10-28,Garden Grove,11,494,0
2020-10-29,Garden Grove,16,370,0
2020-10-30,Garden Grove,18,316,0
2020-10-31,Garden Grove,12,174,0
2020-11-01,Garden Grove,12,107,1
2020-11-02,Garden Grove,27,380,0
2020-11-03,Garden Grove,28,551,0
2020-11-04,Garden Grove,40,536,0
2020-11-05,Garden Grove,25,364,0
2020-11-06,Garden Grove,22,457,0
2020-11-07,Garden Grove,24,183,0
2020-11-08,Garden Grove,12,156,0
2020-11-09,Garden Grove,43,464,0
2020-11-10,Garden Grove,25,602,0
2020-11-11,Garden Grove,22,447,0
2020-11-12,Garden Grove,41,498,0
2020-11-13,Garden Grove,48,479,0
2020-11-14,Garden Grove,32,299,0
2020-11-15,Garden Grove,31,192,1
2020-11-16,Garden Grove,58,548,0
2020-11-17,Garden Grove,82,782,0
2020-11-18,Garden Grove,90,867,0
2020-11-19,Garden Grove,83,613,0
2020-11-20,Garden Grove,82,695,0
2020-11-21,Garden Grove,60,446,0
2020-11-22,Garden Grove,35,234,0
2020-11-23,Garden Grove,77,695,0
2020-11-24,Garden Grove,111,931,0
2020-11-25,Garden Grove,91,783,0
2020-11-26,Garden Grove,15,103,0
2020-11-27,Garden Grove,16,193,0
2020-11-28,Garden Grove,8,128,0
2020-11-29,Garden Grove,1,16,0
2020-01-07,Huntington Beach,0,1,0
2020-02-28,Huntington Beach,0,1,0
2020-03-03,Huntington Beach,0,1,0
2020-03-04,Huntington Beach,1,3,0
2020-03-05,Huntington Beach,0,1,0
2020-03-07,Huntington Beach,0,1,0
2020-03-09,Huntington Beach,0,2,0
2020-03-10,Huntington Beach,0,1,0
2020-03-11,Huntington Beach,0,2,0
2020-03-12,Huntington Beach,0,1,0
2020-03-13,Huntington Beach,2,9,0
2020-03-14,Huntington Beach,1,7,0
2020-03-15,Huntington Beach,0,4,0
2020-03-16,Huntington Beach,0,19,0
2020-03-17,Huntington Beach,1,18,0
2020-03-18,Huntington Beach,0,24,0
2020-03-19,Huntington Beach,2,19,0
2020-03-20,Huntington Beach,6,51,0
2020-03-21,Huntington Beach,2,13,0
2020-03-22,Huntington Beach,0,13,0
2020-03-23,Huntington Beach,3,32,0
2020-03-24,Huntington Beach,1,26,0
2020-03-25,Huntington Beach,6,21,0
2020-03-26,Huntington Beach,5,25,0
2020-03-27,Huntington Beach,2,29,0
2020-03-28,Huntington Beach,1,13,2
2020-03-29,Huntington Beach,0,11,0
2020-03-30,Huntington Beach,0,20,0
2020-03-31,Huntington Beach,7,38,0
2020-04-01,Huntington Beach,4,29,0
2020-04-02,Huntington Beach,2,43,0
2020-04-03,Huntington Beach,2,37,0
2020-04-04,Huntington Beach,2,18,0
2020-04-05,Huntington Beach,2,14,0
2020-04-06,Huntington Beach,1,33,0
2020-04-07,Huntington Beach,3,38,0
2020-04-08,Huntington Beach,8,48,0
2020-04-09,Huntington Beach,6,25,0
2020-04-10,Huntington Beach,4,41,0
2020-04-11,Huntington Beach,0,13,0
2020-04-12,Huntington Beach,1,16,0
2020-04-13,Huntington Beach,4,42,0
2020-04-14,Huntington Beach,5,39,1
2020-04-15,Huntington Beach,34,119,0
2020-04-16,Huntington Beach,13,81,0
2020-04-17,Huntington Beach,3,52,0
2020-04-18,Huntington Beach,2,33,0
2020-04-19,Huntington Beach,0,28,0
2020-04-20,Huntington Beach,10,58,0
2020-04-21,Huntington Beach,2,44,2
2020-04-22,Huntington Beach,14,107,0
2020-04-23,Huntington Beach,4,74,0
2020-04-24,Huntington Beach,31,157,0
2020-04-25,Huntington Beach,1,48,0
2020-04-26,Huntington Beach,2,33,2
2020-04-27,Huntington Beach,3,113,0
2020-04-28,Huntington Beach,6,96,2
2020-04-29,Huntington Beach,2,80,2
2020-04-30,Huntington Beach,1,64,0
2020-05-01,Huntington Beach,8,110,3
2020-05-02,Huntington Beach,2,54,1
2020-05-03,Huntington Beach,1,47,1
2020-05-04,Huntington Beach,2,105,2
2020-05-05,Huntington Beach,2,103,0
2020-05-06,Huntington Beach,3,92,0
2020-05-07,Huntington Beach,3,89,1
2020-05-08,Huntington Beach,4,134,1
2020-05-09,Huntington Beach,7,56,1
2020-05-10,Huntington Beach,0,55,0
2020-05-11,Huntington Beach,2,146,0
2020-05-12,Huntington Beach,5,130,0
2020-05-13,Huntington Beach,3,160,0
2020-05-14,Huntington Beach,2,75,0
2020-05-15,Huntington Beach,9,135,0
2020-05-16,Huntington Beach,4,88,0
2020-05-17,Huntington Beach,3,58,0
2020-05-18,Huntington Beach,5,172,1
2020-05-19,Huntington Beach,4,158,0
2020-05-20,Huntington Beach,11,223,1
2020-05-21,Huntington Beach,1,157,1
2020-05-22,Huntington Beach,3,175,0
2020-05-23,Huntington Beach,1,90,1
2020-05-24,Huntington Beach,1,64,0
2020-05-25,Huntington Beach,4,57,0
2020-05-26,Huntington Beach,6,213,2
2020-05-27,Huntington Beach,7,192,0
2020-05-28,Huntington Beach,3,211,1
2020-05-29,Huntington Beach,2,229,1
2020-05-30,Huntington Beach,7,113,0
2020-05-31,Huntington Beach,2,61,2
2020-06-01,Huntington Beach,1,190,2
2020-06-02,Huntington Beach,7,202,3
2020-06-03,Huntington Beach,6,196,1
2020-06-04,Huntington Beach,6,191,0
2020-06-05,Huntington Beach,6,179,0
2020-06-06,Huntington Beach,2,109,0
2020-06-07,Huntington Beach,5,74,1
2020-06-08,Huntington Beach,9,238,0
2020-06-09,Huntington Beach,5,188,0
2020-06-10,Huntington Beach,6,191,0
2020-06-11,Huntington Beach,12,244,1
2020-06-12,Huntington Beach,12,251,0
2020-06-13,Huntington Beach,5,103,0
2020-06-14,Huntington Beach,1,69,1
2020-06-15,Huntington Beach,5,235,0
2020-06-16,Huntington Beach,22,253,0
2020-06-17,Huntington Beach,20,232,0
2020-06-18,Huntington Beach,23,330,0
2020-06-19,Huntington Beach,32,275,0
2020-06-20,Huntington Beach,21,189,1
2020-06-21,Huntington Beach,12,111,0
2020-06-22,Huntington Beach,64,381,0
2020-06-23,Huntington Beach,57,485,0
2020-06-24,Huntington Beach,67,432,1
2020-06-25,Huntington Beach,63,407,0
2020-06-26,Huntington Beach,65,421,2
2020-06-27,Huntington Beach,35,244,0
2020-06-28,Huntington Beach,23,154,1
2020-06-29,Huntington Beach,37,393,0
2020-06-30,Huntington Beach,63,439,0
2020-07-01,Huntington Beach,44,403,1
2020-07-02,Huntington Beach,44,414,0
2020-07-03,Huntington Beach,30,291,0
2020-07-04,Huntington Beach,21,114,0
2020-07-05,Huntington Beach,26,168,0
2020-07-06,Huntington Beach,39,363,1
2020-07-07,Huntington Beach,44,432,0
2020-07-08,Huntington Beach,44,460,0
2020-07-09,Huntington Beach,40,359,0
2020-07-10,Huntington Beach,47,408,0
2020-07-11,Huntington Beach,27,236,0
2020-07-12,Huntington Beach,12,144,1
2020-07-13,Huntington Beach,41,402,0
2020-07-14,Huntington Beach,55,394,1
2020-07-15,Huntington Beach,31,353,0
2020-07-16,Huntington Beach,26,323,0
2020-07-17,Huntington Beach,25,332,1
2020-07-18,Huntington Beach,17,145,1
2020-07-19,Huntington Beach,10,152,2
2020-07-20,Huntington Beach,14,292,2
2020-07-21,Huntington Beach,22,327,0
2020-07-22,Huntington Beach,16,265,0
2020-07-23,Huntington Beach,11,241,1
2020-07-24,Huntington Beach,19,291,0
2020-07-25,Huntington Beach,5,149,1
2020-07-26,Huntington Beach,2,112,1
2020-07-27,Huntington Beach,12,283,0
2020-07-28,Huntington Beach,7,380,1
2020-07-29,Huntington Beach,12,298,0
2020-07-30,Huntington Beach,6,271,0
2020-07-31,Huntington Beach,12,249,0
2020-08-01,Huntington Beach,6,174,0
2020-08-02,Huntington Beach,3,121,0
2020-08-03,Huntington Beach,20,298,0
2020-08-04,Huntington Beach,10,354,0
2020-08-05,Huntington Beach,12,265,1
2020-08-06,Huntington Beach,7,272,0
2020-08-07,Huntington Beach,10,304,1
2020-08-08,Huntington Beach,4,163,0
2020-08-09,Huntington Beach,1,99,2
2020-08-10,Huntington Beach,12,300,0
2020-08-11,Huntington Beach,9,359,0
2020-08-12,Huntington Beach,6,320,0
2020-08-13,Huntington Beach,7,334,1
2020-08-14,Huntington Beach,26,310,2
2020-08-15,Huntington Beach,5,142,0
2020-08-16,Huntington Beach,7,138,0
2020-08-17,Huntington Beach,12,342,2
2020-08-18,Huntington Beach,7,332,1
2020-08-19,Huntington Beach,20,292,0
2020-08-20,Huntington Beach,17,301,1
2020-08-21,Huntington Beach,11,308,1
2020-08-22,Huntington Beach,3,150,0
2020-08-23,Huntington Beach,2,141,0
2020-08-24,Huntington Beach,20,303,1
2020-08-25,Huntington Beach,10,347,1
2020-08-26,Huntington Beach,7,324,1
2020-08-27,Huntington Beach,10,307,1
2020-08-28,Huntington Beach,6,338,0
2020-08-29,Huntington Beach,5,143,0
2020-08-30,Huntington Beach,1,117,1
2020-08-31,Huntington Beach,6,329,2
2020-09-01,Huntington Beach,9,342,1
2020-09-02,Huntington Beach,5,278,0
2020-09-03,Huntington Beach,5,294,0
2020-09-04,Huntington Beach,7,288,0
2020-09-05,Huntington Beach,5,142,0
2020-09-06,Huntington Beach,4,115,0
2020-09-07,Huntington Beach,2,98,0
2020-09-08,Huntington Beach,3,416,0
2020-09-09,Huntington Beach,5,326,0
2020-09-10,Huntington Beach,9,327,0
2020-09-11,Huntington Beach,5,363,0
2020-09-12,Huntington Beach,2,136,0
2020-09-13,Huntington Beach,3,95,0
2020-09-14,Huntington Beach,10,332,0
2020-09-15,Huntington Beach,12,399,1
2020-09-16,Huntington Beach,2,457,0
2020-09-17,Huntington Beach,10,322,1
2020-09-18,Huntington Beach,3,328,1
2020-09-19,Huntington Beach,4,148,0
2020-09-20,Huntington Beach,4,140,0
2020-09-21,Huntington Beach,5,333,0
2020-09-22,Huntington Beach,12,389,0
2020-09-23,Huntington Beach,5,315,0
2020-09-24,Huntington Beach,5,305,0
2020-09-25,Huntington Beach,6,419,1
2020-09-26,Huntington Beach,2,167,0
2020-09-27,Huntington Beach,5,106,1
2020-09-28,Huntington Beach,7,365,0
2020-09-29,Huntington Beach,3,483,0
2020-09-30,Huntington Beach,7,330,0
2020-10-01,Huntington Beach,7,289,0
2020-10-02,Huntington Beach,5,402,0
2020-10-03,Huntington Beach,2,197,1
2020-10-04,Huntington Beach,5,161,0
2020-10-05,Huntington Beach,14,453,0
2020-10-06,Huntington Beach,13,502,0
2020-10-07,Huntington Beach,11,542,0
2020-10-08,Huntington Beach,6,410,0
2020-10-09,Huntington Beach,5,479,0
2020-10-10,Huntington Beach,7,212,0
